name,inputs,size,threshold,threshold_param,threshold_cross,index,size_trim,size_bisim,size_sim,sim_rels,size_sc1,size_sc1_min,size_sc2,size_sc2_min,max_inter,time_bisim,time_sim,time_sc1,time_sc1_min,time_sc2,time_sc2_min,time_total,cancel
nfa_210_2.0_5.ba,14,211,adaptiveStep,5000,32,CCLS,211,211,213,,13186,8,8,8,132949,23024699,39169357,78801046007,,308531827,,79171771890,
nfa_170_2.0_8.ba,13,171,adaptiveStep,5000,10,CCLS,171,171,173,,8510,3,3,3,34820,17864280,32946464,6626457791,,31219896,,6708488431,
nfa_100_2.0_2.ba,10,101,adaptiveStep,5000,2,CCLS,101,101,103,,6513,4,4,4,7434,12168507,20693217,547751231,,18229611,,598842566,
nfa_230_2.0_1.ba,15,231,adaptiveStep,5000,53,CCLS,231,231,233,,11361,7,7,7,241584,25823364,45193699,183220747149,,163679274,,183455443486,
nfa_250_2.0_5.ba,15,251,adaptiveStep,5000,74,CCLS,251,251,253,,11885,6,6,6,415864,32965569,47235020,410093028997,,91330716,,410264560302,
nfa_190_2.0_7.ba,13,191,adaptiveStep,5000,17,CCLS,191,191,193,,10658,4,4,4,59142,18997562,34336738,17823971437,,29125625,,17906431362,
nfa_240_2.0_9.ba,15,241,adaptiveStep,5000,60,CCLS,241,241,243,,15362,4,4,4,310532,30772251,43459539,281777074497,,183459525,,282034765812,
nfa_50_2.0_5.ba,7,51,adaptiveStep,5000,0,CCLS,51,51,53,,1574,1,1,1,1574,6679485,13445389,30811615,,540780,,51477269,
nfa_120_2.0_5.ba,10,121,adaptiveStep,5000,3,CCLS,121,121,123,,6775,5,5,5,10318,12683199,21887212,934137621,,34760861,,1003468893,
nfa_40_2.0_2.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,530,1,1,1,530,5916475,14128489,16806037,,335700,,37186701,
nfa_20_2.0_6.ba,4,21,adaptiveStep,5000,0,CCLS,21,21,21,,1,1,1,1,1,3608677,14736327,5825105,,241960,,24412069,
nfa_50_2.0_6.ba,7,51,adaptiveStep,5000,0,CCLS,51,51,53,,1521,4,4,4,1521,6713425,13638129,31455324,,1421179,,53228057,
nfa_40_2.0_5.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,622,4,4,4,622,6137495,13631469,18804465,,701020,,39274449,
nfa_290_2.0_1.ba,17,291,,,,CCLS,291,291,293,,,,,,,35088969,51338594,,,,,86427563,TO
nfa_30_2.0_7.ba,5,31,adaptiveStep,5000,0,CCLS,31,31,33,,218,1,1,1,218,4675557,11627331,11427582,,238700,,27969170,
nfa_60_2.0_0.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,3586,4,4,4,3586,6910134,14343909,56120877,,3102658,,80477578,
nfa_220_2.0_3.ba,14,221,adaptiveStep,5000,41,CCLS,221,221,223,,13551,8,8,8,193807,24549844,40609997,119983858018,,103865694,,120152883553,
nfa_240_2.0_5.ba,15,241,adaptiveStep,5000,59,CCLS,241,241,243,,13123,7,7,7,319519,25390336,44817132,321370737684,,36250556,,321477195708,
nfa_80_2.0_7.ba,8,81,adaptiveStep,5000,1,CCLS,81,81,83,,6844,4,4,4,6844,8461274,17541909,216612006,,16798179,,259413368,
nfa_40_2.0_8.ba,6,41,adaptiveStep,5000,0,CCLS,41,41,43,,603,1,1,1,603,5904036,13037751,18319918,,368490,,37630195,
nfa_280_2.0_5.ba,16,281,,,,CCLS,281,281,283,,,,,,,31040507,52141564,,,,,83182071,TO
nfa_270_2.0_8.ba,16,271,,,,CCLS,271,271,273,,,,,,,33164239,55411247,,,,,88575486,TO
nfa_290_2.0_9.ba,17,291,,,,CCLS,291,291,293,,,,,,,35135910,52284865,,,,,87420775,TO
nfa_300_2.0_3.ba,17,301,,,,CCLS,301,301,303,,,,,,,34462439,49070362,,,,,83532801,TO
nfa_200_2.0_5.ba,14,201,adaptiveStep,5000,23,CCLS,201,201,203,,11638,6,6,6,83232,23137274,37323190,33188959295,,110897426,,33360317185,
nfa_290_2.0_0.ba,17,291,,,,CCLS,291,291,293,,,,,,,33710769,49832223,,,,,83542992,TO
nfa_130_2.0_1.ba,11,131,adaptiveStep,5000,4,CCLS,131,131,133,,6757,4,4,4,15000,13574417,24513655,1533957428,,18134227,,1590179727,
nfa_180_2.0_9.ba,13,181,adaptiveStep,5000,13,CCLS,181,181,183,,9194,6,6,6,44364,18792216,36612192,11282164144,,71253925,,11408822477,
nfa_180_2.0_1.ba,13,181,adaptiveStep,5000,15,CCLS,181,181,183,,8502,9,9,9,50604,18368796,33850713,13369142767,,43663852,,13465026128,
nfa_290_2.0_7.ba,17,291,,,,CCLS,291,291,293,,,,,,,33582910,50691473,,,,,84274383,TO
nfa_140_2.0_0.ba,11,141,adaptiveStep,5000,4,CCLS,141,141,143,,10570,7,6,6,17249,14508327,27061685,2117158048,,50348052,,2209076112,
nfa_130_2.0_3.ba,11,131,adaptiveStep,5000,4,CCLS,131,131,133,,6640,4,4,4,14798,13491907,24794316,1586822043,,17355977,,1642464243,
nfa_270_2.0_6.ba,16,271,,,,CCLS,271,271,273,,,,,,,31222507,49870503,,,,,81093010,TO
nfa_60_2.0_1.ba,7,61,adaptiveStep,5000,0,CCLS,61,61,63,,2969,3,3,3,2969,6864039,15028948,54739151,,2321280,,78953418,
nfa_160_2.0_4.ba,12,161,adaptiveStep,5000,9,CCLS,161,161,163,,8960,5,5,5,30449,15679207,30201866,4924211131,,53633802,,5023726006,
nfa_70_2.0_7.ba,8,71,adaptiveStep,5000,0,CCLS,71,71,73,,6470,5,5,5,6470,7619669,16432438,112041924,,5371119,,141465150,
